timestamp_seconds,timestamp_human,quadrant,well,spot_1_x,spot_1_y,spot_1_r,spot_2_x,spot_2_y,spot_2_r
1740729222,28/02/2025 07:53:42,1,1,2217,500,30,2820,511,30
1740729231,28/02/2025 07:53:51,2,0,610,738,25,1437,760,36
1740729231,28/02/2025 07:53:51,2,1,2757,837,42,3573,876,41
1740729239,28/02/2025 07:53:59,3,0,727,609,34,1433,646,34
1740729239,28/02/2025 07:53:59,3,1,2573,636,34,3267,625,34
1740729214,28/02/2025 07:53:34,4,0,593,884,38,1441,894,40
1740729214,28/02/2025 07:53:34,4,1,2835,809,48,3656,860,37
1740729222,28/02/2025 07:53:42,5,0,1014,910,37,2026,969,53
1740729222,28/02/2025 07:53:42,5,1,3672,968,52,4619,994,45
1740732814,28/02/2025 08:53:34,0,0,483,624,28,1131,600,32
1740732814,28/02/2025 08:53:34,0,1,2163,560,30,2836,550,30
1740732822,28/02/2025 08:53:42,1,0,615,434,27,1239,476,28
1740732822,28/02/2025 08:53:42,1,1,2217,502,28,2817,512,29
1740732841,28/02/2025 08:54:01,2,0,616,737,29,1436,761,37
1740732841,28/02/2025 08:54:01,2,1,2765,830,51,3578,879,38
1740732849,28/02/2025 08:54:09,3,0,729,609,34,1432,645,34
1740732849,28/02/2025 08:54:09,3,1,2569,636,33,3266,623,33
1740732814,28/02/2025 08:53:34,4,0,588,884,40,1436,890,36
1740732814,28/02/2025 08:53:34,4,1,2832,807,45,3657,860,37
1740732822,28/02/2025 08:53:42,5,0,1017,907,36,2033,973,46
1740732822,28/02/2025 08:53:42,5,1,3684,966,43,4618,996,46
1740736414,28/02/2025 09:53:34,0,0,483,622,29,1127,598,36
1740736414,28/02/2025 09:53:34,0,1,2165,563,31,2837,549,32
1740736422,28/02/2025 09:53:42,1,0,615,433,28,1239,474,29
1740736422,28/02/2025 09:53:42,1,1,2217,502,28,2817,513,28
1740736431,28/02/2025 09:53:51,2,0,609,733,32,1435,761,38
1740736431,28/02/2025 09:53:51,2,1,2757,838,42,3578,878,39
1740736439,28/02/2025 09:53:59,3,0,736,608,28,1427,647,28
1740736439,28/02/2025 09:53:59,3,1,2568,636,28,3266,619,28
1740736414,28/02/2025 09:53:34,4,0,594,884,38,1437,890,35
1740736414,28/02/2025 09:53:34,4,1,2835,808,47,3656,857,37
1740736422,28/02/2025 09:53:42,5,0,1017,911,39,2033,971,46
1740736422,28/02/2025 09:53:42,5,1,3680,955,38,4621,996,47
1740740014,28/02/2025 10:53:34,0,0,492,622,32,1140,598,28
1740740014,28/02/2025 10:53:34,0,1,2167,558,34,2834,547,31
1740740022,28/02/2025 10:53:42,1,0,614,435,28,1240,476,28
1740740022,28/02/2025 10:53:42,1,1,2218,502,28,2818,511,29
1740740031,28/02/2025 10:53:51,2,0,611,741,29,1436,760,36
1740740031,28/02/2025 10:53:51,2,1,2765,830,51,3581,876,37
1740740039,28/02/2025 10:53:59,3,0,730,609,32,1431,646,32
1740740039,28/02/2025 10:53:59,3,1,2572,634,31,3265,623,31
1740740014,28/02/2025 10:53:34,4,0,596,884,38,1437,888,34
1740740014,28/02/2025 10:53:34,4,1,2832,808,46,3665,862,45
1740740022,28/02/2025 10:53:42,5,0,1016,906,34,2036,973,42
1740740022,28/02/2025 10:53:42,5,1,3668,988,28,4620,995,47
1740743614,28/02/2025 11:53:34,0,0,479,615,37,1135,598,28
1740743614,28/02/2025 11:53:34,0,1,2164,563,32,2836,553,32
1740743622,28/02/2025 11:53:42,1,0,615,433,28,1238,473,30
1740743622,28/02/2025 11:53:42,1,1,2217,502,28,2817,513,28
1740743631,28/02/2025 11:53:51,2,0,612,742,30,1435,764,39
1740743631,28/02/2025 11:53:51,2,1,2758,839,41,3584,885,45
1740743639,28/02/2025 11:53:59,3,0,729,610,34,1433,644,34
1740743639,28/02/2025 11:53:59,3,1,2571,633,33,3266,623,32
1740743614,28/02/2025 11:53:34,4,0,590,885,39,1439,893,39
1740743614,28/02/2025 11:53:34,4,1,2833,809,46,3666,863,47
1740743622,28/02/2025 11:53:42,5,0,1017,912,39,2039,976,37
1740743622,28/02/2025 11:53:42,5,1,3671,975,30,4620,995,47
1740747214,28/02/2025 12:53:34,0,0,484,624,28,1130,598,34
1740747214,28/02/2025 12:53:34,0,1,2165,562,32,2834,549,31
1740747222,28/02/2025 12:53:42,1,0,615,434,28,1239,476,28
1740747222,28/02/2025 12:53:42,1,1,2219,500,31,2818,514,27
1740747231,28/02/2025 12:53:51,2,0,616,737,30,1434,767,41
1740747231,28/02/2025 12:53:51,2,1,2758,839,40,3575,869,48
1740747239,28/02/2025 12:53:59,3,0,733,607,31,1430,647,31
1740747239,28/02/2025 12:53:59,3,1,2572,631,32,3267,625,34
1740747214,28/02/2025 12:53:34,4,0,593,885,40,1433,897,44
1740747214,28/02/2025 12:53:34,4,1,2835,808,47,3663,863,46
1740747222,28/02/2025 12:53:42,5,0,1017,911,38,2035,972,41
1740747222,28/02/2025 12:53:42,5,1,3668,986,29,4617,996,48
1740750814,28/02/2025 13:53:34,0,0,484,622,28,1131,601,32
1740750814,28/02/2025 13:53:34,0,1,2166,563,31,2832,545,30
1740750822,28/02/2025 13:53:42,1,0,616,434,27,1243,475,25
1740750822,28/02/2025 13:53:42,1,1,2219,500,30,2819,511,30
1740750831,28/02/2025 13:53:51,2,0,610,735,32,1435,761,36
1740750831,28/02/2025 13:53:51,2,1,2759,835,43,3576,878,40
1740750849,28/02/2025 13:54:09,3,0,735,606,30,1433,644,30
1740750849,28/02/2025 13:54:09,3,1,2571,635,32,3266,627,36
1740750814,28/02/2025 13:53:34,4,0,589,885,40,1441,894,40
1740750814,28/02/2025 13:53:34,4,1,2834,809,47,3663,860,43
1740750822,28/02/2025 13:53:42,5,0,1017,909,36,2035,974,41
1740750822,28/02/2025 13:53:42,5,1,3668,985,29,4620,995,47
1740754414,28/02/2025 14:53:34,0,0,484,622,28,1131,601,31
1740754414,28/02/2025 14:53:34,0,1,2166,563,31,2839,550,30
1740754422,28/02/2025 14:53:42,1,0,615,434,29,1240,476,27
1740754422,28/02/2025 14:53:42,1,1,2219,500,30,2820,512,28
1740754431,28/02/2025 14:53:51,2,0,613,741,30,1436,761,36
1740754431,28/02/2025 14:53:51,2,1,2759,839,41,3573,877,40
1740754439,28/02/2025 14:53:59,3,0,734,606,30,1430,645,30
1740754439,28/02/2025 14:53:59,3,1,2570,632,32,3265,627,36
1740754414,28/02/2025 14:53:34,4,0,594,882,37,1441,894,40
1740754414,28/02/2025 14:53:34,4,1,2833,809,46,3665,863,47
1740754422,28/02/2025 14:53:42,5,0,1019,913,40,2034,975,41
1740754422,28/02/2025 14:53:42,5,1,3667,981,24,4619,994,46
1740758014,28/02/2025 15:53:34,0,0,483,621,30,1131,600,31
1740758014,28/02/2025 15:53:34,0,1,2166,561,32,2832,551,31
1740758022,28/02/2025 15:53:42,1,0,616,434,28,1238,473,29
1740758022,28/02/2025 15:53:42,1,1,2219,502,28,2819,511,30
1740758031,28/02/2025 15:53:51,2,0,610,742,28,1436,761,36
1740758031,28/02/2025 15:53:51,2,1,2759,834,44,3574,877,40
1740758039,28/02/2025 15:53:59,3,0,731,608,33,1430,643,33
1740758039,28/02/2025 15:53:59,3,1,2574,635,34,3266,627,36
1740758014,28/02/2025 15:53:34,4,0,595,883,38,1430,897,46
1740758014,28/02/2025 15:53:34,4,1,2833,807,45,3665,863,47
1740758022,28/02/2025 15:53:42,5,0,1020,912,40,2033,973,42
1740758022,28/02/2025 15:53:42,5,1,3665,979,24,4619,996,47
1740761614,28/02/2025 16:53:34,0,0,483,618,34,1131,600,31
1740761614,28/02/2025 16:53:34,0,1,2167,561,32,2837,547,32
1740761623,28/02/2025 16:53:43,1,0,611,434,29,1240,473,29
1740761623,28/02/2025 16:53:43,1,1,2218,502,28,2815,511,29
1740761631,28/02/2025 16:53:51,2,0,616,738,30,1444,765,34
1740761631,28/02/2025 16:53:51,2,1,2758,835,44,3579,887,40
1740761639,28/02/2025 16:53:59,3,0,731,609,32,1430,650,32
1740761639,28/02/2025 16:53:59,3,1,2570,641,32,3261,630,34
1740761614,28/02/2025 16:53:34,4,0,594,885,39,1453,889,42
1740761614,28/02/2025 16:53:34,4,1,2836,809,48,3663,851,40
1740761623,28/02/2025 16:53:43,5,0,1015,918,46,2035,968,42
1740761623,28/02/2025 16:53:43,5,1,3668,981,23,4611,991,48
1740765214,28/02/2025 17:53:34,0,0,497,615,28,1142,601,27
1740765214,28/02/2025 17:53:34,0,1,2165,562,31,2836,551,28
1740765222,28/02/2025 17:53:42,1,0,612,432,31,1243,478,28
1740765222,28/02/2025 17:53:42,1,1,2215,500,29,2818,516,28
1740765231,28/02/2025 17:53:51,2,0,617,751,28,1437,766,37
1740765231,28/02/2025 17:53:51,2,1,2763,843,43,3581,885,37
1740765239,28/02/2025 17:53:59,3,0,734,612,31,1435,645,31
1740765239,28/02/2025 17:53:59,3,1,2576,640,31,3263,628,33
1740765214,28/02/2025 17:53:34,4,0,598,881,41,1439,901,42
1740765214,28/02/2025 17:53:34,4,1,2836,799,44,3660,860,40
1740765222,28/02/2025 17:53:42,5,0,1016,901,34,2033,976,46
1740765222,28/02/2025 17:53:42,5,1,3666,981,27,4615,999,44
1740768814,28/02/2025 18:53:34,0,0,492,619,28,1142,601,27
1740768814,28/02/2025 18:53:34,0,1,2165,567,30,2841,551,28
1740768822,28/02/2025 18:53:42,1,0,618,432,31,1244,477,28
1740768822,28/02/2025 18:53:42,1,1,2222,510,29,2821,516,29
1740768830,28/02/2025 18:53:50,2,0,610,738,34,1437,765,36
1740768830,28/02/2025 18:53:50,2,1,2760,845,40,3582,885,37
1740768839,28/02/2025 18:53:59,3,0,741,612,28,1434,651,28
1740768839,28/02/2025 18:53:59,3,1,2574,637,30,3268,630,35
1740768814,28/02/2025 18:53:34,4,0,601,889,41,1444,900,40
1740768814,28/02/2025 18:53:34,4,1,2839,809,47,3660,866,38
1740768822,28/02/2025 18:53:42,5,0,1023,908,35,2035,974,49
1740768822,28/02/2025 18:53:42,5,1,3670,978,27,4624,1001,40
1740772414,28/02/2025 19:53:34,0,0,491,622,30,1134,606,32
1740772414,28/02/2025 19:53:34,0,1,2164,568,31,2840,552,31
1740772422,28/02/2025 19:53:42,1,0,620,435,28,1243,478,28
1740772422,28/02/2025 19:53:42,1,1,2222,503,30,2821,517,29
1740772430,28/02/2025 19:53:50,2,0,617,747,33,1440,764,34
1740772430,28/02/2025 19:53:50,2,1,2760,839,43,3582,894,42
1740772439,28/02/2025 19:53:59,3,0,737,612,32,1438,649,32
1740772439,28/02/2025 19:53:59,3,1,2573,641,33,3268,631,35
1740772414,28/02/2025 19:53:34,4,0,596,890,39,1444,901,40
1740772414,28/02/2025 19:53:34,4,1,2835,810,45,3660,868,37
1740772422,28/02/2025 19:53:42,5,0,1021,913,37,2036,975,51
1740772422,28/02/2025 19:53:42,5,1,3672,982,25,4624,1004,44
1740776014,28/02/2025 20:53:34,0,0,482,624,33,1130,602,37
1740776014,28/02/2025 20:53:34,0,1,2165,568,31,2834,550,33
1740776022,28/02/2025 20:53:42,1,0,623,434,25,1244,474,30
1740776022,28/02/2025 20:53:42,1,1,2223,503,30,2825,515,28
1740776030,28/02/2025 20:53:50,2,0,614,742,30,1438,766,36
1740776030,28/02/2025 20:53:50,2,1,2760,843,41,3582,887,38
1740776039,28/02/2025 20:53:59,3,0,738,613,30,1437,648,30
1740776039,28/02/2025 20:53:59,3,1,2574,638,31,3269,630,34
1740776014,28/02/2025 20:53:34,4,0,598,881,37,1440,903,41
1740776014,28/02/2025 20:53:34,4,1,2836,812,46,3669,868,43
1740776022,28/02/2025 20:53:42,5,0,1021,922,43,2041,981,44
1740776022,28/02/2025 20:53:42,5,1,3674,985,24,4626,1002,45
1740779614,28/02/2025 21:53:34,0,0,491,620,28,1134,606,32
1740779614,28/02/2025 21:53:34,0,1,2167,569,29,2839,555,29
1740779622,28/02/2025 21:53:42,1,0,620,434,28,1244,475,30
1740779622,28/02/2025 21:53:42,1,1,2223,502,30,2822,514,30
1740779630,28/02/2025 21:53:50,2,0,615,744,29,1439,769,38
1740779630,28/02/2025 21:53:50,2,1,2760,839,44,3583,892,41
1740779649,28/02/2025 21:54:09,3,0,736,612,31,1437,647,31
1740779649,28/02/2025 21:54:09,3,1,2575,638,33,3267,633,37
1740779614,28/02/2025 21:53:34,4,0,597,890,37,1444,900,40
1740779614,28/02/2025 21:53:34,4,1,2834,809,43,3670,871,47
1740779622,28/02/2025 21:53:42,5,0,1023,914,39,2042,982,40
1740779622,28/02/2025 21:53:42,5,1,3678,993,25,4623,1003,46
1740783214,28/02/2025 22:53:34,0,0,491,621,29,1140,600,26
1740783214,28/02/2025 22:53:34,0,1,2166,567,32,2841,551,29
1740783222,28/02/2025 22:53:42,1,0,621,433,28,1244,477,28
1740783222,28/02/2025 22:53:42,1,1,2222,504,29,2822,514,29
1740783230,28/02/2025 22:53:50,2,0,613,747,28,1437,768,37
1740783230,28/02/2025 22:53:50,2,1,2760,842,42,3576,882,41
1740783238,28/02/2025 22:53:58,3,0,735,614,34,1438,647,34
1740783238,28/02/2025 22:53:58,3,1,2577,639,33,3266,628,33
1740783214,28/02/2025 22:53:34,4,0,586,888,45,1444,900,40
1740783214,28/02/2025 22:53:34,4,1,2837,813,46,3668,869,45
1740783222,28/02/2025 22:53:42,5,0,1022,913,37,2040,981,41
1740783222,28/02/2025 22:53:42,5,1,3676,991,28,4623,1004,47
1740786814,28/02/2025 23:53:34,0,0,488,622,30,1135,605,31
1740786814,28/02/2025 23:53:34,0,1,2165,568,32,2844,552,31
1740786822,28/02/2025 23:53:42,1,0,622,432,27,1243,475,29
1740786822,28/02/2025 23:53:42,1,1,2222,502,29,2822,514,29
1740786831,28/02/2025 23:53:51,2,0,613,745,27,1439,766,35
1740786831,28/02/2025 23:53:51,2,1,2764,839,47,3589,896,49
1740786839,28/02/2025 23:53:59,3,0,737,614,32,1435,649,32
1740786839,28/02/2025 23:53:59,3,1,2577,639,32,3266,630,34
1740786814,28/02/2025 23:53:34,4,0,594,892,41,1445,900,40
1740786814,28/02/2025 23:53:34,4,1,2837,813,47,3667,867,43
1740786822,28/02/2025 23:53:42,5,0,1022,906,31,2036,982,44
1740786822,28/02/2025 23:53:42,5,1,3675,990,29,4624,1001,44
1740790414,01/03/2025 00:53:34,0,0,486,625,30,1141,602,30
1740790414,01/03/2025 00:53:34,0,1,2167,566,33,2843,549,31
1740790422,01/03/2025 00:53:42,1,0,620,434,27,1243,475,30
1740790422,01/03/2025 00:53:42,1,1,2222,504,28,2820,516,29
1740790430,01/03/2025 00:53:50,2,0,610,739,32,1437,769,38
1740790430,01/03/2025 00:53:50,2,1,2760,845,41,3582,886,38
1740790439,01/03/2025 00:53:59,3,0,738,613,31,1434,649,31
1740790439,01/03/2025 00:53:59,3,1,2576,635,32,3266,630,34
1740790414,01/03/2025 00:53:34,4,0,599,892,40,1434,901,43
1740790414,01/03/2025 00:53:34,4,1,2838,813,47,3670,871,47
1740790422,01/03/2025 00:53:42,5,0,1021,906,31,2040,974,47
1740790422,01/03/2025 00:53:42,5,1,3675,984,25,4624,1003,47
1740794014,01/03/2025 01:53:34,0,0,486,625,30,1137,604,30
1740794014,01/03/2025 01:53:34,0,1,2166,569,30,2841,550,30
1740794022,01/03/2025 01:53:42,1,0,622,435,27,1245,478,28
1740794022,01/03/2025 01:53:42,1,1,2223,502,29,2821,513,30
1740794031,01/03/2025 01:53:51,2,0,611,741,32,1439,764,34
1740794031,01/03/2025 01:53:51,2,1,2760,840,44,3580,886,37
1740794039,01/03/2025 01:53:59,3,0,737,613,32,1436,648,32
1740794039,01/03/2025 01:53:59,3,1,2576,639,33,3265,633,37
1740794014,01/03/2025 01:53:34,4,0,592,896,37,1435,903,44
1740794014,01/03/2025 01:53:34,4,1,2835,812,45,3670,870,47
1740794022,01/03/2025 01:53:42,5,0,1023,905,30,2035,974,50
1740794022,01/03/2025 01:53:42,5,1,3676,996,29,4625,1004,48
1740797614,01/03/2025 02:53:34,0,0,492,618,27,1137,604,27
1740797614,01/03/2025 02:53:34,0,1,2169,570,28,2841,551,27
1740797622,01/03/2025 02:53:42,1,0,619,433,29,1246,477,26
1740797622,01/03/2025 02:53:42,1,1,2223,504,28,2820,516,28
1740797631,01/03/2025 02:53:51,2,0,610,740,33,1436,765,36
1740797631,01/03/2025 02:53:51,2,1,2762,838,45,3583,887,37
1740797649,01/03/2025 02:54:09,3,0,735,614,34,1436,649,34
1740797649,01/03/2025 02:54:09,3,1,2577,638,33,3264,628,32
1740797614,01/03/2025 02:53:34,4,0,597,881,37,1442,900,38
1740797614,01/03/2025 02:53:34,4,1,2835,811,44,3666,870,44
1740797622,01/03/2025 02:53:42,5,0,1024,910,34,2034,979,47
1740797622,01/03/2025 02:53:42,5,1,3684,983,33,4623,1005,47
1740801214,01/03/2025 03:53:34,0,0,493,621,29,1136,603,29
1740801214,01/03/2025 03:53:34,0,1,2171,571,26,2838,552,28
1740801222,01/03/2025 03:53:42,1,0,621,434,28,1241,475,30
1740801222,01/03/2025 03:53:42,1,1,2223,504,28,2822,515,28
1740801231,01/03/2025 03:53:51,2,0,618,743,30,1438,770,39
1740801231,01/03/2025 03:53:51,2,1,2765,839,48,3581,892,39
1740801239,01/03/2025 03:53:59,3,0,735,613,35,1435,650,35
1740801239,01/03/2025 03:53:59,3,1,2576,642,35,3264,634,37
1740801214,01/03/2025 03:53:34,4,0,590,892,39,1444,900,39
1740801214,01/03/2025 03:53:34,4,1,2838,813,47,3667,869,43
1740801222,01/03/2025 03:53:42,5,0,1024,912,36,2035,971,45
1740801222,01/03/2025 03:53:42,5,1,3691,975,36,4623,1000,43
1740804814,01/03/2025 04:53:34,0,0,485,622,33,1134,604,33
1740804814,01/03/2025 04:53:34,0,1,2166,567,31,2838,554,32
1740804822,01/03/2025 04:53:42,1,0,619,434,29,1241,474,30
1740804822,01/03/2025 04:53:42,1,1,2223,502,29,2818,515,27
1740804831,01/03/2025 04:53:51,2,0,616,744,29,1438,767,37
1740804831,01/03/2025 04:53:51,2,1,2760,845,41,3575,882,40
1740804839,01/03/2025 04:53:59,3,0,741,612,29,1436,650,29
1740804839,01/03/2025 04:53:59,3,1,2574,637,30,3265,630,34
1740804814,01/03/2025 04:53:34,4,0,597,887,37,1440,895,34
1740804814,01/03/2025 04:53:34,4,1,2836,811,46,3661,866,38
1740804822,01/03/2025 04:53:42,5,0,1025,914,38,2035,974,49
1740804822,01/03/2025 04:53:42,5,1,3691,976,36,4619,1003,47
1740808414,01/03/2025 05:53:34,0,0,492,621,30,1134,605,31
1740808414,01/03/2025 05:53:34,0,1,2166,567,30,2839,554,30
1740808422,01/03/2025 05:53:42,1,0,623,435,28,1242,477,28
1740808422,01/03/2025 05:53:42,1,1,2223,504,28,2822,515,28
1740808431,01/03/2025 05:53:51,2,0,614,744,29,1437,768,37
1740808431,01/03/2025 05:53:51,2,1,2761,843,42,3580,886,38
1740808439,01/03/2025 05:53:59,3,0,737,615,34,1433,649,34
1740808439,01/03/2025 05:53:59,3,1,2574,638,33,3265,629,33
1740808414,01/03/2025 05:53:34,4,0,596,891,40,1440,896,34
1740808414,01/03/2025 05:53:34,4,1,2838,813,47,3666,869,43
1740808422,01/03/2025 05:53:42,5,0,1026,910,35,2033,969,46
1740808422,01/03/2025 05:53:42,5,1,3691,977,35,4621,1003,47
1740812014,01/03/2025 06:53:34,0,0,486,626,29,1134,605,31
1740812014,01/03/2025 06:53:34,0,1,2167,567,31,2840,553,30
1740812022,01/03/2025 06:53:42,1,0,620,433,29,1241,475,29
1740812022,01/03/2025 06:53:42,1,1,2222,503,28,2820,515,29
1740812031,01/03/2025 06:53:51,2,0,614,745,28,1437,764,34
1740812031,01/03/2025 06:53:51,2,1,2761,843,42,3577,884,39
1740812039,01/03/2025 06:53:59,3,0,739,610,31,1435,650,31
1740812039,01/03/2025 06:53:59,3,1,2579,638,31,3263,629,33
1740812014,01/03/2025 06:53:34,4,0,601,890,41,1443,900,39
1740812014,01/03/2025 06:53:34,4,1,2838,814,48,3666,868,43
1740812022,01/03/2025 06:53:42,5,0,1027,915,38,2037,961,37
1740812022,01/03/2025 06:53:42,5,1,3678,994,28,4621,1002,46
1740815614,01/03/2025 07:53:34,0,0,489,627,28,1141,600,26
1740815614,01/03/2025 07:53:34,0,1,2169,570,28,2839,553,27
1740815622,01/03/2025 07:53:42,1,0,621,433,29,1242,476,28
1740815622,01/03/2025 07:53:42,1,1,2223,504,28,2819,516,29
1740815631,01/03/2025 07:53:51,2,0,615,745,28,1439,764,34
1740815631,01/03/2025 07:53:51,2,1,2766,837,49,3579,886,37
1740815639,01/03/2025 07:53:59,3,0,743,612,29,1435,652,29
1740815639,01/03/2025 07:53:59,3,1,2577,642,31,3263,631,35
1740815614,01/03/2025 07:53:34,4,0,590,892,41,1444,900,40
1740815614,01/03/2025 07:53:34,4,1,2837,814,48,3666,869,44
1740815622,01/03/2025 07:53:42,5,0,1036,913,42,2032,969,45
1740815622,01/03/2025 07:53:42,5,1,3678,997,30,4622,1004,49
1740819214,01/03/2025 08:53:34,0,0,483,621,34,1135,605,31
1740819214,01/03/2025 08:53:34,0,1,2166,567,31,2836,555,32
1740819222,01/03/2025 08:53:42,1,0,621,434,29,1247,475,25
1740819222,01/03/2025 08:53:42,1,1,2224,502,29,2819,516,29
1740819231,01/03/2025 08:53:51,2,0,616,745,29,1438,765,35
1740819231,01/03/2025 08:53:51,2,1,2760,841,44,3582,887,37
1740819239,01/03/2025 08:53:59,3,0,739,612,31,1437,651,31
1740819239,01/03/2025 08:53:59,3,1,2577,641,32,3263,633,36
1740819214,01/03/2025 08:53:34,4,0,595,890,40,1436,904,43
1740819214,01/03/2025 08:53:34,4,1,2838,813,47,3667,869,44
1740819222,01/03/2025 08:53:42,5,0,1023,922,47,2025,973,53
1740819222,01/03/2025 08:53:42,5,1,3679,991,27,4621,1002,47
1740822814,01/03/2025 09:53:34,0,0,489,623,32,1134,604,32
1740822814,01/03/2025 09:53:34,0,1,2166,568,31,2835,550,31
1740822822,01/03/2025 09:53:42,1,0,622,435,27,1241,474,29
1740822822,01/03/2025 09:53:42,1,1,2224,502,29,2819,515,28
1740822830,01/03/2025 09:53:50,2,0,610,740,32,1437,767,37
1740822830,01/03/2025 09:53:50,2,1,2767,837,50,3582,887,36
1740822838,01/03/2025 09:53:58,3,0,742,612,28,1437,650,28
1740822838,01/03/2025 09:53:58,3,1,2577,640,30,3263,632,36
1740822814,01/03/2025 09:53:34,4,0,593,892,40,1431,902,45
1740822814,01/03/2025 09:53:34,4,1,2838,812,47,3665,867,42
1740822822,01/03/2025 09:53:42,5,0,1021,913,51,2031,974,51
1740822822,01/03/2025 09:53:42,5,1,3679,991,27,4620,1002,46
1740826414,01/03/2025 10:53:34,0,0,483,621,34,1134,602,32
1740826414,01/03/2025 10:53:34,0,1,2167,567,31,2838,550,32
1740826422,01/03/2025 10:53:42,1,0,622,433,27,1243,478,28
1740826422,01/03/2025 10:53:42,1,1,2224,504,28,2819,515,28
1740826430,01/03/2025 10:53:50,2,0,614,747,29,1439,776,45
1740826430,01/03/2025 10:53:50,2,1,2760,845,41,3579,886,37
1740826438,01/03/2025 10:53:58,3,0,740,611,30,1432,651,30
1740826438,01/03/2025 10:53:58,3,1,2578,640,31,3263,629,33
1740826414,01/03/2025 10:53:34,4,0,591,891,41,1444,899,40
1740826414,01/03/2025 10:53:34,4,1,2836,811,45,3670,871,47
1740826422,01/03/2025 10:53:42,5,0,1040,921,34,2031,974,51
1740826422,01/03/2025 10:53:42,5,1,3678,985,23,4618,1003,47
1740830014,01/03/2025 11:53:34,0,0,492,621,29,1134,606,32
1740830014,01/03/2025 11:53:34,0,1,2167,567,31,2839,551,30
1740830022,01/03/2025 11:53:42,1,0,623,433,28,1242,477,27
1740830022,01/03/2025 11:53:42,1,1,2224,505,27,2822,515,28
1740830031,01/03/2025 11:53:51,2,0,613,747,28,1437,766,37
1740830031,01/03/2025 11:53:51,2,1,2765,838,48,3586,894,45
1740830039,01/03/2025 11:53:59,3,0,744,613,28,1435,651,28
1740830039,01/03/2025 11:53:59,3,1,2578,640,30,3263,630,34
1740830014,01/03/2025 11:53:34,4,0,599,885,34,1439,904,42
1740830014,01/03/2025 11:53:34,4,1,2835,809,43,3672,873,50
1740830022,01/03/2025 11:53:42,5,0,1028,910,35,2016,976,62
1740830022,01/03/2025 11:53:42,5,1,3680,991,27,4619,1002,46
1740833614,01/03/2025 12:53:34,0,0,486,621,34,1129,602,37
1740833614,01/03/2025 12:53:34,0,1,2167,567,32,2839,552,34
1740833622,01/03/2025 12:53:42,1,0,621,434,29,1241,475,28
1740833622,01/03/2025 12:53:42,1,1,2225,502,30,2822,515,28
1740833631,01/03/2025 12:53:51,2,0,613,746,27,1438,768,37
1740833631,01/03/2025 12:53:51,2,1,2760,842,42,3578,888,36
1740833639,01/03/2025 12:53:59,3,0,738,614,32,1431,651,32
1740833639,01/03/2025 12:53:59,3,1,2578,641,32,3262,630,33
1740833614,01/03/2025 12:53:34,4,0,595,888,36,1439,904,40
1740833614,01/03/2025 12:53:34,4,1,2836,812,46,3662,867,39
1740833622,01/03/2025 12:53:42,5,0,1026,913,38,2032,981,47
1740833622,01/03/2025 12:53:42,5,1,3680,991,27,4620,1003,46
1740837214,01/03/2025 13:53:34,0,0,484,622,33,1130,602,37
1740837214,01/03/2025 13:53:34,0,1,2164,566,29,2843,555,33
1740837222,01/03/2025 13:53:42,1,0,623,435,28,1240,473,30
1740837222,01/03/2025 13:53:42,1,1,2223,503,28,2817,515,27
1740837231,01/03/2025 13:53:51,2,0,616,746,28,1438,764,35
1740837231,01/03/2025 13:53:51,2,1,2766,837,49,3580,886,37
1740837239,01/03/2025 13:53:59,3,0,739,611,31,1435,651,31
1740837239,01/03/2025 13:53:59,3,1,2578,641,32,3263,632,36
1740837214,01/03/2025 13:53:34,4,0,596,887,36,1443,901,40
1740837214,01/03/2025 13:53:34,4,1,2836,811,45,3662,866,38
1740837222,01/03/2025 13:53:42,5,0,1028,913,37,2031,969,45
1740837222,01/03/2025 13:53:42,5,1,3678,992,27,4619,1002,46
1740840814,01/03/2025 14:53:34,0,0,486,626,30,1130,602,37
1740840814,01/03/2025 14:53:34,0,1,2166,566,32,2839,549,33
1740840822,01/03/2025 14:53:42,1,0,624,434,27,1239,472,31
1740840822,01/03/2025 14:53:42,1,1,2225,502,29,2820,516,28
1740840830,01/03/2025 14:53:50,2,0,611,746,26,1438,767,37
1740840830,01/03/2025 14:53:50,2,1,2761,845,41,3581,886,36
1740840838,01/03/2025 14:53:58,3,0,741,611,30,1436,649,30
1740840838,01/03/2025 14:53:58,3,1,2578,642,31,3262,629,34
1740840814,01/03/2025 14:53:34,4,0,595,888,36,1442,899,38
1740840814,01/03/2025 14:53:34,4,1,2835,812,45,3670,870,46
1740840822,01/03/2025 14:53:42,5,0,1028,913,37,2034,973,48
1740840822,01/03/2025 14:53:42,5,1,3678,985,23,4619,1000,45
1740844414,01/03/2025 15:53:34,0,0,485,626,29,1141,602,29
1740844414,01/03/2025 15:53:34,0,1,2166,567,32,2841,552,30
1740844422,01/03/2025 15:53:42,1,0,622,433,28,1242,477,28
1740844422,01/03/2025 15:53:42,1,1,2225,502,30,2819,516,28
1740844430,01/03/2025 15:53:50,2,0,613,746,28,1439,764,35
1740844430,01/03/2025 15:53:50,2,1,2765,838,48,3583,894,42
1740844438,01/03/2025 15:53:58,3,0,740,613,31,1434,651,31
1740844438,01/03/2025 15:53:58,3,1,2575,637,32,3261,631,34
1740844414,01/03/2025 15:53:34,4,0,596,888,36,1440,899,37
1740844414,01/03/2025 15:53:34,4,1,2841,811,51,3670,871,47
