timestamp_seconds,timestamp_human,quadrant,well,spot_1_x,spot_1_y,spot_1_r,spot_2_x,spot_2_y,spot_2_r
1741024422,03/03/2025 17:53:42,5,0,1064,902,43,2003,957,43
1741024422,03/03/2025 17:53:42,5,1,3715,975,27,4603,987,47
1741028014,03/03/2025 18:53:34,0,0,492,609,35,1124,592,40
1741028014,03/03/2025 18:53:34,0,1,2176,556,31,2838,544,35
1741028022,03/03/2025 18:53:42,1,0,644,423,29,1236,458,20
1741028022,03/03/2025 18:53:42,1,1,2248,494,27,2811,503,30
1741028031,03/03/2025 18:53:51,2,0,621,735,28,1430,757,38
1741028031,03/03/2025 18:53:51,2,1,2773,837,41,3576,878,37
1741028039,03/03/2025 18:53:59,3,0,763,599,32,1417,641,32
1741028039,03/03/2025 18:53:59,3,1,2608,622,32,3235,621,34
1741028014,03/03/2025 18:53:34,4,0,601,880,41,1433,882,34
1741028014,03/03/2025 18:53:34,4,1,2852,802,47,3662,853,40
1741028022,03/03/2025 18:53:42,5,0,1062,898,38,2003,960,38
1741028022,03/03/2025 18:53:42,5,1,3715,975,28,4602,986,46
1741031614,03/03/2025 19:53:34,0,0,492,609,35,1134,592,34
1741031614,03/03/2025 19:53:34,0,1,2178,555,32,2836,542,33
1741031632,03/03/2025 19:53:52,1,0,646,423,29,1236,457,21
1741031632,03/03/2025 19:53:52,1,1,2249,494,28,2811,505,28
1741031640,03/03/2025 19:54:00,2,0,622,735,28,1431,753,34
1741031640,03/03/2025 19:54:00,2,1,2776,831,44,3576,878,38
1741031658,03/03/2025 19:54:18,3,0,763,601,32,1407,637,32
1741031658,03/03/2025 19:54:18,3,1,2609,628,33,3234,622,35
1741031614,03/03/2025 19:53:34,4,0,606,876,41,1431,883,34
1741031614,03/03/2025 19:53:34,4,1,2852,800,47,3667,859,44
1741031632,03/03/2025 19:53:52,5,0,1062,905,45,1998,954,50
1741031632,03/03/2025 19:53:52,5,1,3727,964,32,4602,987,46
1741035214,03/03/2025 20:53:34,0,0,504,612,32,1140,593,30
1741035214,03/03/2025 20:53:34,0,1,2177,555,32,2835,542,31
1741035222,03/03/2025 20:53:42,1,0,647,424,29,1234,454,21
1741035222,03/03/2025 20:53:42,1,1,2251,496,26,2811,503,29
1741035230,03/03/2025 20:53:50,2,0,619,739,28,1429,756,37
1741035230,03/03/2025 20:53:50,2,1,2774,835,42,3573,874,41
1741035238,03/03/2025 20:53:58,3,0,763,601,33,1408,638,33
1741035238,03/03/2025 20:53:58,3,1,2609,624,33,3235,620,33
1741035214,03/03/2025 20:53:34,4,0,608,884,34,1439,888,40
1741035214,03/03/2025 20:53:34,4,1,2845,799,38,3662,854,40
1741035222,03/03/2025 20:53:42,5,0,1062,906,47,2001,955,47
1741035222,03/03/2025 20:53:42,5,1,3727,966,32,4601,986,47
1741038814,03/03/2025 21:53:34,0,0,502,609,30,1131,594,32
1741038814,03/03/2025 21:53:34,0,1,2178,555,32,2834,544,31
1741038822,03/03/2025 21:53:42,1,0,646,423,30,1236,458,22
1741038822,03/03/2025 21:53:42,1,1,2250,495,27,2809,502,31
1741038831,03/03/2025 21:53:51,2,0,622,735,28,1429,760,41
1741038831,03/03/2025 21:53:51,2,1,2775,833,43,3573,877,38
1741038839,03/03/2025 21:53:59,3,0,763,603,34,1411,637,34
1741038839,03/03/2025 21:53:59,3,1,2609,628,33,3234,620,32
1741038814,03/03/2025 21:53:34,4,0,606,875,39,1432,894,42
1741038814,03/03/2025 21:53:34,4,1,2847,797,40,3663,856,41
1741038822,03/03/2025 21:53:42,5,0,1066,902,44,1998,958,45
1741038822,03/03/2025 21:53:42,5,1,3717,975,28,4601,986,46
1741042414,03/03/2025 22:53:34,0,0,497,614,30,1124,589,39
1741042414,03/03/2025 22:53:34,0,1,2179,555,32,2833,543,33
1741042422,03/03/2025 22:53:42,1,0,649,424,29,1235,460,20
1741042422,03/03/2025 22:53:42,1,1,2257,490,32,2808,496,37
1741042441,03/03/2025 22:54:01,2,0,620,737,28,1427,754,36
1741042441,03/03/2025 22:54:01,2,1,2775,834,43,3570,875,40
1741042449,03/03/2025 22:54:09,3,0,766,599,30,1413,638,30
1741042449,03/03/2025 22:54:09,3,1,2608,622,31,3233,621,34
1741042414,03/03/2025 22:53:34,4,0,606,877,40,1429,898,42
1741042414,03/03/2025 22:53:34,4,1,2847,799,40,3661,854,40
1741042422,03/03/2025 22:53:42,5,0,1065,903,44,2003,963,37
1741042422,03/03/2025 22:53:42,5,1,3718,976,27,4600,986,46
1741046014,03/03/2025 23:53:34,0,0,497,614,30,1131,595,33
1741046014,03/03/2025 23:53:34,0,1,2177,557,31,2835,543,31
1741046022,03/03/2025 23:53:42,1,0,648,424,29,1234,461,22
1741046022,03/03/2025 23:53:42,1,1,2249,492,29,2810,501,32
1741046041,03/03/2025 23:54:01,2,0,621,735,27,1429,752,33
1741046041,03/03/2025 23:54:01,2,1,2776,832,43,3575,879,39
1741046049,03/03/2025 23:54:09,3,0,763,606,36,1406,637,36
1741046049,03/03/2025 23:54:09,3,1,2611,626,34,3232,619,32
1741046014,03/03/2025 23:53:34,4,0,607,877,39,1421,890,46
1741046014,03/03/2025 23:53:34,4,1,2847,799,42,3664,856,41
1741046022,03/03/2025 23:53:42,5,0,1068,904,44,1999,958,42
1741046022,03/03/2025 23:53:42,5,1,3717,968,23,4600,985,46
1741049614,04/03/2025 00:53:34,0,0,498,613,31,1138,591,36
1741049614,04/03/2025 00:53:34,0,1,2179,556,32,2836,543,33
1741049622,04/03/2025 00:53:42,1,0,648,423,30,1232,458,19
1741049622,04/03/2025 00:53:42,1,1,2258,489,32,2811,504,29
1741049631,04/03/2025 00:53:51,2,0,618,729,32,1428,751,33
1741049631,04/03/2025 00:53:51,2,1,2781,831,47,3575,879,38
1741049639,04/03/2025 00:53:59,3,0,764,602,34,1408,638,34
1741049639,04/03/2025 00:53:59,3,1,2613,624,34,3231,622,35
1741049614,04/03/2025 00:53:34,4,0,606,878,41,1425,893,46
1741049614,04/03/2025 00:53:34,4,1,2847,799,42,3663,856,41
1741049622,04/03/2025 00:53:42,5,0,1068,904,44,2000,960,40
1741049622,04/03/2025 00:53:42,5,1,3719,977,27,4599,983,46
1741053214,04/03/2025 01:53:34,0,0,498,614,30,1131,592,35
1741053214,04/03/2025 01:53:34,0,1,2177,557,30,2834,544,31
1741053222,04/03/2025 01:53:42,1,0,648,423,30,1233,458,20
1741053222,04/03/2025 01:53:42,1,1,2251,494,28,2811,505,28
1741053231,04/03/2025 01:53:51,2,0,630,739,36,1427,755,37
1741053231,04/03/2025 01:53:51,2,1,2778,830,45,3574,877,38
1741053239,04/03/2025 01:53:59,3,0,764,602,34,1406,637,34
1741053239,04/03/2025 01:53:59,3,1,2616,624,34,3230,622,35
1741053214,04/03/2025 01:53:34,4,0,606,879,41,1432,894,41
1741053214,04/03/2025 01:53:34,4,1,2845,799,39,3663,852,37
1741053222,04/03/2025 01:53:42,5,0,1072,902,42,2000,960,38
1741053222,04/03/2025 01:53:42,5,1,3720,976,28,4598,986,46
1741056814,04/03/2025 02:53:34,0,0,494,610,36,1138,593,30
1741056814,04/03/2025 02:53:34,0,1,2178,558,29,2836,544,31
1741056822,04/03/2025 02:53:42,1,0,648,424,29,1232,458,19
1741056822,04/03/2025 02:53:42,1,1,2253,497,25,2813,505,29
1741056831,04/03/2025 02:53:51,2,0,626,733,32,1428,764,45
1741056831,04/03/2025 02:53:51,2,1,2777,836,41,3572,878,40
1741056839,04/03/2025 02:53:59,3,0,766,599,33,1405,640,33
1741056839,04/03/2025 02:53:59,3,1,2616,630,32,3230,620,32
1741056814,04/03/2025 02:53:34,4,0,607,877,42,1428,896,42
1741056814,04/03/2025 02:53:34,4,1,2851,801,41,3663,856,41
1741056822,04/03/2025 02:53:42,5,0,1068,904,46,1996,956,44
1741056822,04/03/2025 02:53:42,5,1,3721,981,30,4598,984,45
1741060414,04/03/2025 03:53:34,0,0,497,615,29,1125,590,36
1741060414,04/03/2025 03:53:34,0,1,2178,556,31,2832,547,32
1741060422,04/03/2025 03:53:42,1,0,647,423,28,1231,458,19
1741060422,04/03/2025 03:53:42,1,1,2252,493,29,2808,501,32
1741060441,04/03/2025 03:54:01,2,0,621,738,28,1427,763,45
1741060441,04/03/2025 03:54:01,2,1,2779,831,44,3570,877,40
1741060449,04/03/2025 03:54:09,3,0,768,601,32,1408,637,32
1741060449,04/03/2025 03:54:09,3,1,2615,627,31,3231,619,31
1741060414,04/03/2025 03:53:34,4,0,608,879,39,1429,895,40
1741060414,04/03/2025 03:53:34,4,1,2847,799,39,3661,853,38
1741060422,04/03/2025 03:53:42,5,0,1070,903,44,1997,952,47
1741060422,04/03/2025 03:53:42,5,1,3717,966,24,4598,987,46
1741064014,04/03/2025 04:53:34,0,0,496,610,34,1134,591,34
1741064014,04/03/2025 04:53:34,0,1,2177,558,31,2833,544,33
1741064022,04/03/2025 04:53:42,1,0,648,423,30,1231,457,20
1741064022,04/03/2025 04:53:42,1,1,2254,495,27,2807,504,29
1741064030,04/03/2025 04:53:50,2,0,625,735,29,1424,754,36
1741064030,04/03/2025 04:53:50,2,1,2777,835,42,3570,877,39
1741064038,04/03/2025 04:53:58,3,0,767,601,32,1407,639,32
1741064038,04/03/2025 04:53:58,3,1,2613,624,32,3228,621,34
1741064014,04/03/2025 04:53:34,4,0,615,879,41,1426,897,41
1741064014,04/03/2025 04:53:34,4,1,2847,799,40,3659,854,40
1741064022,04/03/2025 04:53:42,5,0,1071,903,43,1994,957,44
1741064022,04/03/2025 04:53:42,5,1,3721,968,23,4597,986,45
1741067614,04/03/2025 05:53:34,0,0,495,609,35,1135,587,26
1741067614,04/03/2025 05:53:34,0,1,2180,558,30,2836,546,30
1741067622,04/03/2025 05:53:42,1,0,651,424,28,1230,455,20
1741067622,04/03/2025 05:53:42,1,1,2254,495,27,2809,504,28
1741067631,04/03/2025 05:53:51,2,0,622,738,28,1425,753,35
1741067631,04/03/2025 05:53:51,2,1,2778,833,44,3572,877,38
1741067639,04/03/2025 05:53:59,3,0,766,603,34,1404,638,34
1741067639,04/03/2025 05:53:59,3,1,2611,624,33,3229,622,33
1741067614,04/03/2025 05:53:34,4,0,610,876,40,1437,903,30
1741067614,04/03/2025 05:53:34,4,1,2851,801,37,3662,856,41
1741067622,04/03/2025 05:53:42,5,0,1073,903,43,1984,950,53
1741067622,04/03/2025 05:53:42,5,1,3723,964,27,4595,983,43
1741071214,04/03/2025 06:53:34,0,0,499,615,30,1134,586,26
1741071214,04/03/2025 06:53:34,0,1,2179,558,30,2830,541,28
1741071222,04/03/2025 06:53:42,1,0,650,424,29,1235,463,23
1741071222,04/03/2025 06:53:42,1,1,2254,497,25,2808,505,28
1741071231,04/03/2025 06:53:51,2,0,624,739,29,1427,751,31
1741071231,04/03/2025 06:53:51,2,1,2778,837,41,3573,877,38
1741071239,04/03/2025 06:53:59,3,0,767,601,33,1405,640,33
1741071239,04/03/2025 06:53:59,3,1,2611,626,34,3225,624,37
1741071214,04/03/2025 06:53:34,4,0,607,878,41,1433,900,35
1741071214,04/03/2025 06:53:34,4,1,2849,801,38,3659,855,38
1741071222,04/03/2025 06:53:42,5,0,1069,904,45,1977,950,61
1741071222,04/03/2025 06:53:42,5,1,3721,968,22,4597,985,45
1741074814,04/03/2025 07:53:34,0,0,498,615,29,1134,594,29
1741074814,04/03/2025 07:53:34,0,1,2181,560,28,2830,545,28
1741074822,04/03/2025 07:53:42,1,0,651,424,30,1227,455,21
1741074822,04/03/2025 07:53:42,1,1,2252,495,27,2807,505,28
1741074831,04/03/2025 07:53:51,2,0,626,735,29,1426,752,33
1741074831,04/03/2025 07:53:51,2,1,2784,833,47,3573,878,37
1741074839,04/03/2025 07:53:59,3,0,770,600,31,1407,639,31
1741074839,04/03/2025 07:53:59,3,1,2613,623,32,3227,622,35
1741074814,04/03/2025 07:53:34,4,0,608,878,41,1430,893,41
1741074814,04/03/2025 07:53:34,4,1,2851,801,41,3661,858,42
1741074822,04/03/2025 07:53:42,5,0,1070,903,45,1978,946,63
1741074822,04/03/2025 07:53:42,5,1,3720,967,23,4596,987,47
1741078414,04/03/2025 08:53:34,0,0,499,615,29,1132,592,29
1741078414,04/03/2025 08:53:34,0,1,2180,557,30,2832,540,29
1741078422,04/03/2025 08:53:42,1,0,650,424,29,1221,459,25
1741078422,04/03/2025 08:53:42,1,1,2252,492,30,2807,505,28
1741078431,04/03/2025 08:53:51,2,0,625,735,27,1424,752,34
1741078431,04/03/2025 08:53:51,2,1,2778,837,41,3571,877,37
1741078439,04/03/2025 08:53:59,3,0,767,603,34,1405,637,34
1741078439,04/03/2025 08:53:59,3,1,2613,625,33,3227,620,33
1741078414,04/03/2025 08:53:34,4,0,616,878,41,1428,894,42
1741078414,04/03/2025 08:53:34,4,1,2853,801,40,3658,854,39
1741078422,04/03/2025 08:53:42,5,0,1072,906,46,1979,950,62
1741078422,04/03/2025 08:53:42,5,1,3727,973,23,4597,983,44
1741082014,04/03/2025 09:53:34,0,0,499,615,29,1133,595,29
1741082014,04/03/2025 09:53:34,0,1,2180,557,31,2830,545,29
1741082022,04/03/2025 09:53:42,1,0,650,423,30,1217,461,29
1741082022,04/03/2025 09:53:42,1,1,2252,492,30,2807,503,29
1741082031,04/03/2025 09:53:51,2,0,625,736,27,1425,750,32
1741082031,04/03/2025 09:53:51,2,1,2785,834,47,3572,877,37
1741082039,04/03/2025 09:53:59,3,0,770,600,31,1406,635,31
1741082039,04/03/2025 09:53:59,3,1,2614,627,31,3228,619,32
1741082014,04/03/2025 09:53:34,4,0,610,876,41,1427,896,40
1741082014,04/03/2025 09:53:34,4,1,2849,799,40,3658,854,39
1741082022,04/03/2025 09:53:42,5,0,1074,903,42,1992,951,42
1741082022,04/03/2025 09:53:42,5,1,3721,967,23,4596,983,45
1741085614,04/03/2025 10:53:34,0,0,504,613,33,1133,592,33
1741085614,04/03/2025 10:53:34,0,1,2179,558,30,2831,542,32
1741085622,04/03/2025 10:53:42,1,0,651,424,30,1228,465,29
1741085622,04/03/2025 10:53:42,1,1,2254,495,27,2807,504,29
1741085631,04/03/2025 10:53:51,2,0,626,736,28,1423,752,33
1741085631,04/03/2025 10:53:51,2,1,2780,839,41,3571,877,37
1741085639,04/03/2025 10:53:59,3,0,770,600,31,1404,639,31
1741085639,04/03/2025 10:53:59,3,1,2613,625,30,3228,616,29
1741085614,04/03/2025 10:53:34,4,0,614,877,39,1425,894,44
1741085614,04/03/2025 10:53:34,4,1,2857,802,47,3657,852,40
1741085622,04/03/2025 10:53:42,5,0,1076,902,42,1983,951,56
1741085622,04/03/2025 10:53:42,5,1,3728,975,22,4596,987,46
1741089214,04/03/2025 11:53:34,0,0,501,614,30,1132,595,30
1741089214,04/03/2025 11:53:34,0,1,2181,559,28,2830,545,29
1741089222,04/03/2025 11:53:42,1,0,652,423,30,1227,463,25
1741089222,04/03/2025 11:53:42,1,1,2253,497,25,2809,504,28
1741089231,04/03/2025 11:53:51,2,0,623,738,28,1424,751,32
1741089231,04/03/2025 11:53:51,2,1,2782,832,44,3572,878,37
1741089239,04/03/2025 11:53:59,3,0,767,604,35,1406,636,35
1741089239,04/03/2025 11:53:59,3,1,2613,625,33,3227,618,29
1741089214,04/03/2025 11:53:34,4,0,615,875,37,1416,891,47
1741089214,04/03/2025 11:53:34,4,1,2861,803,51,3659,855,41
1741089222,04/03/2025 11:53:42,5,0,1075,905,44,1988,947,48
1741089222,04/03/2025 11:53:42,5,1,3727,968,25,4595,987,47
1741092814,04/03/2025 12:53:34,0,0,497,609,35,1132,592,35
1741092814,04/03/2025 12:53:34,0,1,2181,557,31,2831,541,33
1741092842,04/03/2025 12:54:02,1,0,651,422,31,1224,462,26
1741092842,04/03/2025 12:54:02,1,1,2250,493,30,2807,503,30
1741092851,04/03/2025 12:54:11,2,0,623,737,27,1423,753,34
1741092851,04/03/2025 12:54:11,2,1,2781,833,44,3571,879,38
1741092859,04/03/2025 12:54:19,3,0,769,602,33,1404,638,33
1741092859,04/03/2025 12:54:19,3,1,2613,628,33,3226,621,33
1741092814,04/03/2025 12:53:34,4,0,610,878,39,1413,890,48
1741092814,04/03/2025 12:53:34,4,1,2863,804,53,3660,852,38
1741092842,04/03/2025 12:54:02,5,0,1076,903,43,1988,948,46
1741092842,04/03/2025 12:54:02,5,1,3724,976,26,4596,986,47
1741096414,04/03/2025 13:53:34,0,0,498,610,34,1125,591,34
1741096414,04/03/2025 13:53:34,0,1,2181,556,32,2832,543,33
1741096422,04/03/2025 13:53:42,1,0,652,423,30,1223,462,27
1741096422,04/03/2025 13:53:42,1,1,2254,494,28,2806,502,31
1741096431,04/03/2025 13:53:51,2,0,620,737,26,1423,750,32
1741096431,04/03/2025 13:53:51,2,1,2781,839,40,3572,877,38
1741096439,04/03/2025 13:53:59,3,0,771,598,32,1405,636,32
1741096439,04/03/2025 13:53:59,3,1,2616,628,32,3226,620,32
1741096414,04/03/2025 13:53:34,4,0,612,876,40,1434,888,41
1741096414,04/03/2025 13:53:34,4,1,2861,802,52,3660,852,38
1741096422,04/03/2025 13:53:42,5,0,1075,901,40,1995,958,41
1741096422,04/03/2025 13:53:42,5,1,3724,976,27,4593,986,47
1741100014,04/03/2025 14:53:34,0,0,498,610,34,1135,594,30
1741100014,04/03/2025 14:53:34,0,1,2180,554,30,2833,543,31
1741100022,04/03/2025 14:53:42,1,0,652,425,29,1223,455,23
1741100022,04/03/2025 14:53:42,1,1,2253,495,27,2805,503,30
1741100031,04/03/2025 14:53:51,2,0,630,731,30,1421,755,37
1741100031,04/03/2025 14:53:51,2,1,2781,838,41,3568,876,38
1741100039,04/03/2025 14:53:59,3,0,771,599,31,1403,638,31
1741100039,04/03/2025 14:53:59,3,1,2612,621,31,3225,621,32
1741100014,04/03/2025 14:53:34,4,0,615,875,37,1421,895,45
1741100014,04/03/2025 14:53:34,4,1,2860,802,50,3660,855,40
1741100022,04/03/2025 14:53:42,5,0,1077,904,43,1997,965,32
1741100022,04/03/2025 14:53:42,5,1,3728,967,26,4594,985,47
1741103614,04/03/2025 15:53:34,0,0,499,608,36,1131,593,27
1741103614,04/03/2025 15:53:34,0,1,2181,558,30,2831,545,31
1741103622,04/03/2025 15:53:42,1,0,653,424,29,1210,460,27
1741103622,04/03/2025 15:53:42,1,1,2253,492,30,2803,497,36
1741103630,04/03/2025 15:53:50,2,0,627,737,27,1419,761,41
1741103630,04/03/2025 15:53:50,2,1,2782,835,42,3570,878,38
1741103639,04/03/2025 15:53:59,3,0,771,600,30,1407,634,30
1741103639,04/03/2025 15:53:59,3,1,2615,626,31,3224,622,34
1741103614,04/03/2025 15:53:34,4,0,615,876,37,1425,882,35
1741103614,04/03/2025 15:53:34,4,1,2857,801,47,3659,857,42
1741103622,04/03/2025 15:53:42,5,0,1074,904,43,1989,961,39
1741103622,04/03/2025 15:53:42,5,1,3747,965,23,4595,986,46
1741107214,04/03/2025 16:53:34,0,0,500,615,29,1126,593,32
1741107214,04/03/2025 16:53:34,0,1,2183,559,28,2832,542,29
1741107222,04/03/2025 16:53:42,1,0,653,423,29,1224,459,29
1741107222,04/03/2025 16:53:42,1,1,2253,494,28,2806,503,32
1741107241,04/03/2025 16:54:01,2,0,624,739,27,1420,760,42
1741107241,04/03/2025 16:54:01,2,1,2781,836,42,3570,877,38
1741107249,04/03/2025 16:54:09,3,0,771,602,32,1403,634,32
1741107249,04/03/2025 16:54:09,3,1,2615,627,32,3225,620,32
1741107214,04/03/2025 16:53:34,4,0,617,877,39,1424,879,32
1741107214,04/03/2025 16:53:34,4,1,2861,803,50,3659,851,37
1741107222,04/03/2025 16:53:42,5,0,1075,903,43,1985,957,44
1741107222,04/03/2025 16:53:42,5,1,3727,976,25,4595,984,44
1741110814,04/03/2025 17:53:34,0,0,501,611,32,1118,600,34
1741110814,04/03/2025 17:53:34,0,1,2162,566,31,2801,554,32
1741110822,04/03/2025 17:53:42,1,0,651,423,30,1197,446,27
1741110822,04/03/2025 17:53:42,1,1,2238,496,31,2774,509,29
1741110831,04/03/2025 17:53:51,2,0,604,750,35,1372,757,40
1741110831,04/03/2025 17:53:51,2,1,2750,846,35,3528,885,36
1741110839,04/03/2025 17:53:59,3,0,738,616,30,1367,640,30
1741110839,04/03/2025 17:53:59,3,1,2591,632,29,3188,632,27
1741110814,04/03/2025 17:53:34,4,0,587,891,44,1396,894,41
1741110814,04/03/2025 17:53:34,4,1,2825,808,43,3613,863,45
1741110822,04/03/2025 17:53:42,5,0,1036,905,38,1932,944,38
1741110822,04/03/2025 17:53:42,5,1,3711,949,40,4542,992,44
1741114414,04/03/2025 18:53:34,0,0,489,616,30,1106,599,28
1741114414,04/03/2025 18:53:34,0,1,2166,564,30,2802,554,29
1741114422,04/03/2025 18:53:42,1,0,633,426,30,1191,453,30
1741114422,04/03/2025 18:53:42,1,1,2234,499,27,2774,509,34
1741114431,04/03/2025 18:53:51,2,0,594,737,34,1377,755,33
1741114431,04/03/2025 18:53:51,2,1,2756,846,41,3529,890,36
1741114439,04/03/2025 18:53:59,3,0,749,605,30,1365,640,30
1741114439,04/03/2025 18:53:59,3,1,2591,635,30,3183,628,32
1741114414,04/03/2025 18:53:34,4,0,595,883,44,1382,901,46
1741114414,04/03/2025 18:53:34,4,1,2825,808,44,3614,869,43
1741114422,04/03/2025 18:53:42,5,0,1047,901,40,1931,947,39
1741114422,04/03/2025 18:53:42,5,1,3713,969,34,4542,990,48
1741118014,04/03/2025 19:53:34,0,0,490,625,36,1101,603,36
1741118014,04/03/2025 19:53:34,0,1,2164,565,31,2799,554,34
1741118022,04/03/2025 19:53:42,1,0,635,428,29,1193,464,29
1741118022,04/03/2025 19:53:42,1,1,2237,496,30,2778,510,28
1741118031,04/03/2025 19:53:51,2,0,599,738,34,1373,756,33
1741118031,04/03/2025 19:53:51,2,1,2758,849,40,3524,886,38
1741118039,04/03/2025 19:53:59,3,0,747,611,36,1366,642,36
1741118039,04/03/2025 19:53:59,3,1,2594,629,34,3185,626,30
1741118014,04/03/2025 19:53:34,4,0,595,887,41,1376,904,47
1741118014,04/03/2025 19:53:34,4,1,2825,810,42,3612,866,40
1741118022,04/03/2025 19:53:42,5,0,1044,909,46,1941,942,32
1741118022,04/03/2025 19:53:42,5,1,3715,967,40,4538,994,45
1741121614,04/03/2025 20:53:34,0,0,485,620,32,1094,601,32
1741121614,04/03/2025 20:53:34,0,1,2165,567,29,2798,548,31
1741121622,04/03/2025 20:53:42,1,0,638,428,29,1186,460,29
1741121622,04/03/2025 20:53:42,1,1,2239,499,28,2778,511,28
1741121631,04/03/2025 20:53:51,2,0,603,744,29,1372,762,38
1741121631,04/03/2025 20:53:51,2,1,2760,850,40,3526,888,39
1741121639,04/03/2025 20:53:59,3,0,749,611,37,1364,647,37
1741121639,04/03/2025 20:53:59,3,1,2602,632,34,3181,623,28
1741121614,04/03/2025 20:53:34,4,0,594,884,40,1380,908,41
1741121614,04/03/2025 20:53:34,4,1,2842,815,51,3612,865,39
1741121622,04/03/2025 20:53:42,5,0,1048,918,53,1934,946,33
1741121622,04/03/2025 20:53:42,5,1,3715,967,35,4538,991,46
1741125214,04/03/2025 21:53:34,0,0,485,621,31,1098,602,31
1741125214,04/03/2025 21:53:34,0,1,2165,567,30,2798,554,30
1741125222,04/03/2025 21:53:42,1,0,637,427,30,1190,462,30
1741125222,04/03/2025 21:53:42,1,1,2241,499,28,2772,505,33
1741125231,04/03/2025 21:53:51,2,0,602,740,32,1372,763,39
1741125231,04/03/2025 21:53:51,2,1,2762,845,41,3527,886,38
1741125239,04/03/2025 21:53:59,3,0,748,611,37,1364,642,37
1741125239,04/03/2025 21:53:59,3,1,2591,634,35,3179,632,33
1741125214,04/03/2025 21:53:34,4,0,594,885,40,1376,904,46
1741125214,04/03/2025 21:53:34,4,1,2834,799,44,3612,866,41
1741125222,04/03/2025 21:53:42,5,0,1049,913,49,1935,950,37
1741125222,04/03/2025 21:53:42,5,1,3722,964,40,4536,992,45
1741128814,04/03/2025 22:53:34,0,0,492,623,36,1103,594,23
1741128814,04/03/2025 22:53:34,0,1,2164,567,31,2798,554,30
1741128822,04/03/2025 22:53:42,1,0,637,427,29,1188,461,29
1741128822,04/03/2025 22:53:42,1,1,2241,499,28,2771,509,31
1741128831,04/03/2025 22:53:51,2,0,599,738,34,1371,764,39
1741128831,04/03/2025 22:53:51,2,1,2762,845,41,3523,886,38
1741128839,04/03/2025 22:53:59,3,0,748,605,33,1365,641,33
1741128839,04/03/2025 22:53:59,3,1,2595,631,34,3174,632,37
1741128814,04/03/2025 22:53:34,4,0,593,886,41,1374,904,46
1741128814,04/03/2025 22:53:34,4,1,2841,813,49,3612,867,41
1741128822,04/03/2025 22:53:42,5,0,1049,916,52,1922,964,40
1741128822,04/03/2025 22:53:42,5,1,3722,965,40,4538,995,44
1741132414,04/03/2025 23:53:34,0,0,488,621,31,1101,599,27
1741132414,04/03/2025 23:53:34,0,1,2165,565,28,2800,555,28
1741132422,04/03/2025 23:53:42,1,0,637,427,29,1189,464,29
1741132422,04/03/2025 23:53:42,1,1,2240,499,28,2769,506,33
1741132431,04/03/2025 23:53:51,2,0,607,737,28,1368,758,34
1741132431,04/03/2025 23:53:51,2,1,2762,848,41,3523,887,38
1741132439,04/03/2025 23:53:59,3,0,752,605,31,1362,639,31
1741132439,04/03/2025 23:53:59,3,1,2599,626,33,3172,632,38
1741132414,04/03/2025 23:53:34,4,0,592,886,40,1375,903,46
1741132414,04/03/2025 23:53:34,4,1,2835,809,43,3610,865,40
1741132422,04/03/2025 23:53:42,5,0,1050,914,49,1921,964,40
1741132422,04/03/2025 23:53:42,5,1,3723,971,34,4534,997,48
1741136014,05/03/2025 00:53:34,0,0,489,621,32,1102,595,22
1741136014,05/03/2025 00:53:34,0,1,2167,567,29,2795,554,27
1741136022,05/03/2025 00:53:42,1,0,638,429,27,1186,461,27
1741136022,05/03/2025 00:53:42,1,1,2241,499,28,2772,509,32
1741136031,05/03/2025 00:53:51,2,0,605,746,28,1367,762,38
1741136031,05/03/2025 00:53:51,2,1,2764,846,41,3521,887,37
1741136039,05/03/2025 00:53:59,3,0,750,606,29,1362,643,29
1741136039,05/03/2025 00:53:59,3,1,2600,629,28,3177,623,28
1741136014,05/03/2025 00:53:34,4,0,596,886,42,1373,905,46
1741136014,05/03/2025 00:53:34,4,1,2840,813,47,3610,865,40
1741136022,05/03/2025 00:53:42,5,0,1050,908,45,1915,962,43
1741136022,05/03/2025 00:53:42,5,1,3723,977,41,4530,997,50
1741139614,05/03/2025 01:53:34,0,0,486,617,35,1103,595,22
1741139614,05/03/2025 01:53:34,0,1,2171,565,32,2795,551,29
1741139622,05/03/2025 01:53:42,1,0,641,427,28,1184,464,28
1741139622,05/03/2025 01:53:42,1,1,2242,499,27,2770,507,31
1741139631,05/03/2025 01:53:51,2,0,604,747,28,1366,759,35
1741139631,05/03/2025 01:53:51,2,1,2764,846,42,3520,888,37
1741139639,05/03/2025 01:53:59,3,0,751,604,32,1363,641,32
1741139639,05/03/2025 01:53:59,3,1,2598,626,32,3176,629,32
1741139614,05/03/2025 01:53:34,4,0,598,886,42,1381,902,42
1741139614,05/03/2025 01:53:34,4,1,2840,812,46,3609,867,42
1741139622,05/03/2025 01:53:42,5,0,1049,907,43,1916,957,46
1741139622,05/03/2025 01:53:42,5,1,3720,966,34,4530,996,48
1741143214,05/03/2025 02:53:34,0,0,492,622,34,1103,596,22
1741143214,05/03/2025 02:53:34,0,1,2167,568,30,2793,555,28
1741143222,05/03/2025 02:53:42,1,0,641,427,30,1184,460,30
1741143222,05/03/2025 02:53:42,1,1,2243,498,27,2771,508,30
1741143231,05/03/2025 02:53:51,2,0,608,744,28,1366,764,40
