t(s),Exx(%),Eyy(%)
0.026620864868164062,5.729511460221937,-3.1190167132168822
0.04345703125,5.768902011507904,-3.132320754874318
0.06345176696777344,5.741687243564364,-3.105794334362133
0.0835409164428711,5.7463721685442115,-3.139817989096916
0.10443115234375,5.765461988604348,-3.1247428329177374
0.12360978126525879,5.759292766082447,-3.114359318891302
0.14341449737548828,5.7499392530459215,-3.110747462883434
0.16340994834899902,5.742019255727482,-3.1148644991745744
0.18359780311584473,5.758255625998854,-3.073099374138022
0.2039172649383545,5.729965334353726,-3.1282268382150313
0.22341132164001465,5.759183596268569,-3.1191023060127665
0.24343323707580566,5.731902336011174,-3.1472923028926236
0.26342153549194336,5.737396729695288,-3.1332727752623746
0.2835426330566406,5.7510887188421345,-3.1106389243848453
0.30372190475463867,5.764861947055389,-3.093892526410702
0.32376885414123535,5.747791157620985,-3.1106773678684863
0.34375643730163574,5.745529924336035,-3.095305031167872
0.36380457878112793,5.736806488772572,-3.128804862087131
0.38376545906066895,5.7443525731554645,-3.149684783449136
0.4039151668548584,5.7213743223808455,-3.0770275929381086
0.42380475997924805,5.712740193434351,-3.1325120186862954
0.44386959075927734,5.7798241884958745,-3.1137896257512954
0.4636421203613281,5.763793184514898,-3.1086202997962165
0.4837796688079834,5.7481913834961595,-3.100983215810915
0.5034639835357666,5.72449435810547,-3.1550779735960877
0.5237939357757568,5.770013757974812,-3.144908749575226
0.543534517288208,5.750828167143052,-3.114147939654166
0.5635342597961426,5.73708873025871,-3.122854956248533
0.583531379699707,5.733344220766323,-3.1220924663984406
0.6042916774749756,5.71011228896563,-3.1481818354892943
0.6234521865844727,5.734085067623895,-3.110106566967419
0.64349365234375,5.7284733026669254,-3.1234917944046536
0.6634571552276611,5.757858024515805,-3.078534549809653
0.6834697723388672,5.788821657029919,-3.144481161353485
0.7035346031188965,5.766043378416041,-3.087643282453967
0.7234904766082764,5.7192242995206755,-3.1233586190221097
0.7435498237609863,5.738758179198866,-3.1353547681630123
0.7634491920471191,5.718384560406942,-3.1419757927512504
0.7834532260894775,5.752811427638371,-3.08250166648254
0.8034577369689941,5.742120541697604,-3.079956334842493
0.8234920501708984,5.7562239946509886,-3.10376790939203
0.8434438705444336,5.732008470408223,-3.123428467183864
0.8634927272796631,5.736721837370462,-3.1185350215106156
0.8838317394256592,5.78742268541399,-3.1093569314016634
0.903881311416626,5.73137541182942,-3.1107560466726913
0.9239540100097656,5.759095551173132,-3.07983988563012
0.9435555934906006,5.7737808872692975,-3.090379702055479
0.9637067317962646,5.784025648334246,-3.1043087901553745
0.9835052490234375,5.722325960227326,-3.082971654821054
1.0035967826843262,5.7672109994346465,-3.0931497525191864
1.0234928131103516,5.760324721107324,-3.1039140852267333
1.044081211090088,5.746253894473052,-3.0848582907862965
1.063762903213501,5.746103334328545,-3.1014447706244397
1.0835063457489014,5.763252860411172,-3.1053379464594077
1.1036133766174316,5.741214732541389,-3.102128291383366
1.1238024234771729,5.749545713026016,-3.070076490938678
1.1434831619262695,5.781329340953567,-3.0843695896412116
