position1,position2,t(s)
4.14306640625,4.110107421875,0.4614243507385254
4.149169921875,4.154052734375,0.9892125129699707
4.22119140625,4.227294921875,1.517005205154419
4.30419921875,4.3212890625,2.0448203086853027
4.38720703125,4.40185546875,2.573188304901123
4.471435546875,4.47998046875,3.1004199981689453
4.55078125,4.56298828125,3.6281917095184326
4.6337890625,4.642333984375,4.1560378074646
4.681396484375,4.658203125,4.683799743652344
4.6826171875,4.658203125,5.2114949226379395
4.683837890625,4.66064453125,5.739272594451904
4.68505859375,4.66064453125,6.267091751098633
4.68505859375,4.661865234375,6.794901132583618
4.686279296875,4.661865234375,7.322645664215088
4.686279296875,4.661865234375,7.834411859512329
4.686279296875,4.661865234375,8.362183332443237
4.686279296875,4.661865234375,8.890026092529297
4.6875,4.6630859375,9.41789174079895
4.6875,4.664306640625,9.929595708847046
4.6875,4.664306640625,10.45739459991455
4.6875,4.664306640625,10.9852454662323
4.688720703125,4.664306640625,11.497028350830078
4.688720703125,4.664306640625,12.024854183197021
4.688720703125,4.664306640625,12.536600828170776
4.688720703125,4.664306640625,13.048458576202393
4.688720703125,4.664306640625,13.560194730758667
4.688720703125,4.66552734375,14.088042974472046
4.688720703125,4.66552734375,14.599915504455566
4.688720703125,4.66552734375,15.111644983291626
4.68994140625,4.66552734375,15.639466762542725
4.68994140625,4.66552734375,16.1512713432312
4.68994140625,4.66552734375,16.663126468658447
4.68994140625,4.66552734375,17.174883127212524
4.68994140625,4.66552734375,17.686670780181885
4.68994140625,4.66552734375,18.198453903198242
4.68994140625,4.66552734375,18.71032190322876
4.68994140625,4.66552734375,19.222152948379517
4.68994140625,4.66552734375,19.733922004699707
4.68994140625,4.66552734375,20.245585918426514
4.68994140625,4.66552734375,20.757391452789307
4.68994140625,4.66552734375,21.269198894500732
4.68994140625,4.666748046875,21.781022310256958
4.68994140625,4.666748046875,22.29284381866455
4.68994140625,4.666748046875,22.804672479629517
4.68994140625,4.666748046875,23.316441535949707
4.68994140625,4.666748046875,23.828325033187866
4.68994140625,4.666748046875,24.340065717697144
4.68994140625,4.666748046875,24.851842641830444
4.68994140625,4.666748046875,25.363641023635864
4.68994140625,4.666748046875,25.87542748451233
4.68994140625,4.66796875,26.38723111152649
4.68994140625,4.66796875,26.89901876449585
4.68994140625,4.66796875,27.41080117225647
4.68994140625,4.66796875,27.922619819641113
4.68994140625,4.66796875,28.434410333633423
4.68994140625,4.66796875,28.946178197860718
4.68994140625,4.66796875,29.474021911621094
4.68994140625,4.66796875,29.98588728904724
4.68994140625,4.66796875,30.497670888900757
4.68994140625,4.66796875,31.009459495544434
4.68994140625,4.66796875,31.521257162094116
4.68994140625,4.66796875,32.03305101394653
4.68994140625,4.66796875,32.544888734817505
4.68994140625,4.66796875,33.05668091773987
4.68994140625,4.66796875,33.568445444107056
4.68994140625,4.66796875,34.08038067817688
4.691162109375,4.66796875,34.592156648635864
4.691162109375,4.66796875,35.103917598724365
4.691162109375,4.66796875,35.61569356918335
4.691162109375,4.66796875,36.127469062805176
4.691162109375,4.66796875,36.63933277130127
4.691162109375,4.66796875,37.15109443664551
4.691162109375,4.66796875,37.66279053688049
4.691162109375,4.66796875,38.174684286117554
4.691162109375,4.66796875,38.686532735824585
4.691162109375,4.66796875,39.19837045669556
4.691162109375,4.66796875,39.710097312927246
4.691162109375,4.66796875,40.221824407577515
4.691162109375,4.66796875,40.733688831329346
4.691162109375,4.66796875,41.245511531829834
