position1,position2,t(s)
4.14794921875,4.0771484375,0.46412110328674316
4.154052734375,4.11865234375,0.9918978214263916
4.22607421875,4.197998046875,1.5196502208709717
4.305419921875,4.27734375,2.0315792560577393
4.385986328125,4.364013671875,2.559291124343872
4.47021484375,4.443359375,3.087059259414673
4.55078125,4.52392578125,3.6149091720581055
4.6337890625,4.605712890625,4.126712083816528
4.715576171875,4.6826171875,4.654460668563843
4.80712890625,4.77783203125,5.166264295578003
4.854736328125,4.788818359375,5.678102016448975
4.857177734375,4.7900390625,6.205873012542725
4.857177734375,4.791259765625,6.733537197113037
4.8583984375,4.79248046875,7.245397567749023
4.8583984375,4.79248046875,7.757114887237549
4.8583984375,4.79248046875,8.268894672393799
4.859619140625,4.793701171875,8.780716896057129
4.859619140625,4.793701171875,9.292479276657104
4.86083984375,4.793701171875,9.804311513900757
4.86083984375,4.793701171875,10.316106796264648
4.86083984375,4.793701171875,10.827946186065674
4.86083984375,4.794921875,11.339677095413208
4.86083984375,4.794921875,11.851478576660156
4.862060546875,4.794921875,12.36330270767212
4.862060546875,4.794921875,12.875105619430542
4.862060546875,4.794921875,13.386884450912476
4.862060546875,4.794921875,13.898656129837036
4.862060546875,4.794921875,14.410411596298218
4.862060546875,4.794921875,14.92224669456482
4.862060546875,4.796142578125,15.433955669403076
4.862060546875,4.796142578125,15.945733070373535
4.862060546875,4.796142578125,16.45755171775818
4.862060546875,4.796142578125,16.96930718421936
4.862060546875,4.796142578125,17.48110842704773
4.862060546875,4.796142578125,17.99297046661377
4.86328125,4.796142578125,18.504685640335083
4.86328125,4.796142578125,19.016446590423584
4.86328125,4.796142578125,19.528218030929565
4.86328125,4.796142578125,20.039998054504395
4.86328125,4.796142578125,20.55191135406494
4.86328125,4.796142578125,21.063626050949097
4.86328125,4.796142578125,21.575416326522827
4.86328125,4.796142578125,22.087255001068115
4.864501953125,4.796142578125,22.598922967910767
4.864501953125,4.796142578125,23.11073875427246
4.864501953125,4.796142578125,23.622509241104126
4.864501953125,4.796142578125,24.134382963180542
4.864501953125,4.796142578125,24.662091732025146
4.864501953125,4.796142578125,25.173901081085205
4.864501953125,4.796142578125,25.685667753219604
4.864501953125,4.796142578125,26.19749140739441
4.864501953125,4.79736328125,26.709306001663208
4.864501953125,4.79736328125,27.221075773239136
4.864501953125,4.79736328125,27.732921838760376
4.864501953125,4.79736328125,28.244601726531982
4.864501953125,4.79736328125,28.75648045539856
4.864501953125,4.79736328125,29.268206357955933
4.864501953125,4.79736328125,29.779943466186523
4.864501953125,4.79736328125,30.291760444641113
4.864501953125,4.79736328125,30.803579568862915
4.864501953125,4.79736328125,31.315356492996216
4.864501953125,4.79736328125,31.827126502990723
4.864501953125,4.79736328125,32.33889555931091
4.864501953125,4.79736328125,32.85072684288025
4.864501953125,4.79736328125,33.362494230270386
4.864501953125,4.79736328125,33.874284505844116
4.864501953125,4.79736328125,34.386082887649536
4.864501953125,4.79736328125,34.8978910446167
4.864501953125,4.79736328125,35.409685134887695
4.864501953125,4.79736328125,35.921449184417725
4.864501953125,4.79736328125,36.43324041366577
4.864501953125,4.79736328125,36.94508719444275
4.86572265625,4.79736328125,37.45685052871704
4.86572265625,4.79736328125,37.96859908103943
4.86572265625,4.79736328125,38.48037528991699
4.86572265625,4.79736328125,38.99217891693115
4.86572265625,4.79736328125,39.50396919250488
4.86572265625,4.79736328125,40.0157630443573
4.86572265625,4.79736328125,40.527578830718994
4.86572265625,4.79736328125,41.03930330276489
4.86572265625,4.79736328125,41.55113673210144
4.86572265625,4.79736328125,42.06298756599426
4.86572265625,4.79736328125,42.574732542037964
4.86572265625,4.79736328125,43.08650493621826
4.86572265625,4.79736328125,43.59838819503784
4.86572265625,4.79736328125,44.11020803451538
4.86572265625,4.79736328125,44.62188506126404
4.86572265625,4.79736328125,45.13371729850769
4.86572265625,4.79736328125,45.64554572105408
4.86572265625,4.79736328125,46.15733361244202
4.86572265625,4.79736328125,46.66915559768677
4.86572265625,4.79736328125,47.18086361885071
4.86572265625,4.79736328125,47.69264030456543
4.86572265625,4.79736328125,48.2044472694397
4.86572265625,4.79736328125,48.71621561050415
4.86572265625,4.79736328125,49.2280330657959
4.86572265625,4.798583984375,49.73977541923523
4.86572265625,4.798583984375,50.251609802246094
4.89501953125,4.853515625,50.76336312294006
4.97314453125,4.925537109375,51.275115966796875
5.04638671875,5.003662109375,51.786924839019775
5.126953125,5.084228515625,52.29873776435852
5.213623046875,5.167236328125,52.810518980026245
5.29541015625,5.240478515625,53.32223463058472
5.340576171875,5.255126953125,53.83413863182068
5.345458984375,5.260009765625,54.345881938934326
5.345458984375,5.26123046875,54.85767960548401
5.347900390625,5.26123046875,55.36944270133972
5.347900390625,5.262451171875,55.881227254867554
5.347900390625,5.262451171875,56.39302611351013
5.347900390625,5.263671875,56.9048547744751
5.347900390625,5.263671875,57.416555404663086
5.34912109375,5.263671875,57.92831254005432
5.34912109375,5.264892578125,58.440107107162476
5.350341796875,5.264892578125,58.95190167427063
5.350341796875,5.26611328125,59.4636914730072
5.350341796875,5.26611328125,59.97537708282471
5.350341796875,5.26611328125,60.48724389076233
5.350341796875,5.26611328125,60.999006509780884
5.350341796875,5.26611328125,61.51074981689453
